url,depth,source,state,reason
https://petsone.pk/brand/milo/,1,anchor,pending,
https://petsone.pk/brand/mito/,1,anchor,pending,
https://petsone.pk/brand/moggy/,1,anchor,pending,
https://petsone.pk/brand/monello/,1,anchor,pending,
https://petsone.pk/brand/mopsion/,1,anchor,pending,
https://petsone.pk/brand/mr-pet/,1,anchor,pending,
https://petsone.pk/brand/mr-pet-imported/,1,anchor,pending,
https://petsone.pk/brand/my-katty/,1,anchor,pending,
https://petsone.pk/brand/mystic/,1,anchor,pending,
https://petsone.pk/brand/natural-balance/,1,anchor,pending,
https://petsone.pk/brand/nature-bridge/,1,anchor,pending,
https://petsone.pk/brand/nature-plan/,1,anchor,pending,
https://petsone.pk/brand/naturo/,1,anchor,pending,
https://petsone.pk/brand/nicky/,1,anchor,pending,
https://petsone.pk/brand/nourvet/,1,anchor,pending,
https://petsone.pk/brand/nunbell/,1,anchor,pending,
https://petsone.pk/brand/nutragold/,1,anchor,pending,
https://petsone.pk/brand/nutri-paws/,1,anchor,pending,
https://petsone.pk/brand/nutrican/,1,anchor,pending,
https://petsone.pk/brand/okiko/,1,anchor,pending,
https://petsone.pk/brand/optimum/,1,anchor,pending,
https://petsone.pk/brand/over-zoo/,1,anchor,pending,
https://petsone.pk/brand/pai-pai/,1,anchor,pending,
https://petsone.pk/brand/paider/,1,anchor,pending,
https://petsone.pk/brand/panacur/,1,anchor,pending,
https://petsone.pk/brand/paw-and-tail/,1,anchor,pending,
https://petsone.pk/brand/paw-comfort/,1,anchor,pending,
https://petsone.pk/brand/paw-paw/,1,anchor,pending,
https://petsone.pk/brand/pawfect/,1,anchor,pending,
https://petsone.pk/brand/pawline/,1,anchor,pending,
https://petsone.pk/brand/pawnee/,1,anchor,pending,
https://petsone.pk/brand/pawz/,1,anchor,pending,
https://petsone.pk/brand/pedigree/,1,anchor,pending,
https://petsone.pk/brand/perfect/,1,anchor,pending,
https://petsone.pk/brand/perssa/,1,anchor,pending,
https://petsone.pk/brand/pet-cool/,1,anchor,pending,
https://petsone.pk/brand/pet-lovers/,1,anchor,pending,
https://petsone.pk/brand/pet-metro/,1,anchor,pending,
https://petsone.pk/brand/pets-mommy/,1,anchor,pending,
https://petsone.pk/brand/pet-snack/,1,anchor,pending,
https://petsone.pk/brand/petideal/,1,anchor,pending,
https://petsone.pk/brand/petline/,1,anchor,pending,
https://petsone.pk/brand/petsgo2/,1,anchor,pending,
https://petsone.pk/brand/petso/,1,anchor,pending,
https://petsone.pk/brand/petsonepk/,1,anchor,pending,
https://petsone.pk/brand/petx/,1,anchor,pending,
https://petsone.pk/brand/pick-pure/,1,anchor,pending,
https://petsone.pk/brand/pinkpawpal/,1,anchor,pending,
https://petsone.pk/brand/praferan/,1,anchor,pending,
https://petsone.pk/brand/prime/,1,anchor,pending,
https://petsone.pk/brand/procan/,1,anchor,pending,
https://petsone.pk/brand/prochoice/,1,anchor,pending,
https://petsone.pk/brand/proline/,1,anchor,pending,
https://petsone.pk/brand/pronature/,1,anchor,pending,
https://petsone.pk/brand/proseries/,1,anchor,pending,
